,text,answer_start,q_idx
46823,HEMU,198,6359840-0-1
46824,현대로템,152,6359840-0-2
46825,2020년경,46,6569933-0-0
46826,현대로템과 히타치 제작소,94,6569933-0-1
46827,2008년 3월,291,6569933-0-2
46828,2020년경,46,6569941-0-0
46829,현대로템,152,6569941-0-1
46830,차륜디스크 방식,92,6359840-1-0
46831,유진기공,262,6359840-1-1
46832,150km/h,62,6359840-1-2
46833,차륜디스크 방식,92,6569933-1-0
46834,유진기공,262,6569933-1-1
46835,우진산전,276,6569933-1-2
46836,차륜디스크 방식,92,6569941-1-0
46837,싱글암 팬터그래프,148,6569941-1-1
46838,한국인,95,6359840-2-0
46839,LCD모니터,151,6359840-2-1
46840,불투명 유리,246,6359840-2-2
46841,히타치 제작소,18,6569933-2-0
46842,불투명 유리,246,6569933-2-1
46843,유압식 리프트 장치,75,6359840-3-0
46844,신창역과 서울역,134,6359840-3-1
46845,유압식 리프트 장치,75,6569933-3-0
46846,서울-신창,0,6569933-3-1
46847,장애인 탑승용 경사로 장치,111,6569933-3-2
46848,유압식 리프트 장치,75,6569941-3-0
46849,장애인 탑승용 경사로 장치,111,6569941-3-1
46850,경남 FC,318,6482509-0-0
46851,김주영,63,6482509-0-1
46852,트위터,156,6482509-0-2
46853,FC 서울,22,6601876-0-0
46854,바이아웃 제도,547,6601876-0-1
46855,FC 서울,22,6003438-0-0
46856,바이아웃 제도에 대한 룰,547,6003438-0-1
46857,2012년 1월 20일,0,6482509-1-0
46858,1월 21일,48,6482509-1-1
46859,33경기,201,6482509-1-2
46860,2012년,0,6601876-1-0
46861,29경기,303,6601876-1-1
46862,대전 시티즌,111,6003438-1-0
46863,상하이 상강,397,6003438-1-1
46864,차두리,326,6003438-1-2
46865,빨치산,47,6551131-0-0
46866,파시스트,179,6551131-0-1
46867,재만한인조국광복회,471,6551131-0-2
46868,빨치산,47,6551162-0-0
46869,1935년,106,6551162-0-1
46870,파시스트,179,6551162-0-2
46871,빨치산,47,6551172-0-0
46872,반파쇼 인민전선론,127,6551172-0-1
46873,재만한인조국광복회,471,6551172-0-2
46874,마적단 수장,133,6551131-1-0
46875,6사령관,306,6551131-1-1
46876,1980년대 초반,100,6551162-1-0
46877,동북항일연군,294,6551162-1-1
46878,조선민주주의인민공화국,0,6551131-2-0
46879,천도교,176,6551131-2-1
46880,김일성,22,6551162-2-0
46881,천도교청우당,336,6551162-2-1
46882,김일성,59,6551172-2-0
46883,천도교청우당,336,6551172-2-1
46884,1935년,113,6541836-0-0
46885,프랑크푸르트 대학,371,6541836-0-1
46886,귄츠부르크 김나지움,6,6525997-0-0
46887,약학과 인류학,61,6525997-0-1
46888,1935,113,6525997-0-2
46889,1938년,267,5844379-0-0
46890,김나지움,12,5844379-0-1
46891,나치 돌격대,63,6541836-1-0
46892,건강 악화,97,6541836-1-1
46893,롤프,193,6541836-1-2
46894,1931년,0,6525997-1-0
46895,1933년,57,6525997-1-1
46896,이레네 쇤바인,162,6525997-1-2
46897,20세,6,5844379-1-0
46898,1937년,115,5844379-1-1
46899,기형,21,6541836-2-0
46900,릴리풋,132,6541836-2-1
46901,염색약,260,6541836-2-2
46902,루마니아,80,6525997-2-0
46903,불임 수술과 충격 요법,538,6525997-2-1
46904,곡예단,136,6525997-2-2
46905,릴리풋,132,5844379-2-0
46906,1943년,405,5844379-2-1
46907,아르헨티나,36,6541836-3-0
46908,바다 수영,192,6541836-3-1
46909,심장마비,205,6525997-3-0
46910,브라질 상파울루,181,6525997-3-1
46911,1959년,46,5844379-3-0
46912,심장마비,205,5844379-3-1
46913,한스 아스페르거,16,6533694-0-0
46914,자폐증,235,6533694-0-1
46915,한스 아스페르거,16,6520663-0-0
46916,고기능 자폐증,392,6520663-0-1
46917,한스 아스페르거,16,6657252-0-0
46918,1944년,36,6657252-0-1
46919,고기능 자폐증,392,6657252-0-2
46920,ASD,196,6533694-1-0
46921,포괄적 자폐표현형,350,6533694-1-1
46922,ASD,405,6520663-1-0
46923,영유아기,201,6520663-1-1
46924,포괄적 자폐표현형,350,6657252-1-0
46925,문제점,271,6657252-1-1
46926,의사소통,103,6533694-2-0
46927,자폐증,160,6533694-2-1
46928,PDD-NOS,258,6520663-2-0
46929,고기능 자폐증,285,6520663-2-1
46930,자폐증,34,6657252-2-0
46931,인지발달,124,6657252-2-1
46932,ASD 분류법,341,6657252-2-2
46933,다른 사람들,10,6533694-3-0
46934,엄격한 규칙,322,6533694-3-1
46935,사람들,48,6657252-3-0
46936,실생활,264,6657252-3-1
46937,특정한 주제,29,6533694-4-0
46938,초등학교에 입학할 무렵,206,6533694-4-1
46939,초등학교에 입학할 무렵,206,6520663-4-0
46940,제한된 주제,71,6520663-4-1
46941,공룡,60,6657252-4-0
46942,천재,475,6657252-4-1
46943,억양,85,6533694-5-0
46944,단조로운 말투,104,6533694-5-1
46945,장황함,32,6520663-5-0
46946,3가지,39,6520663-5-1
46947,억양,85,6657252-5-0
46948,의사소통,43,6657252-5-1
46949,청력,13,6533694-6-0
46950,공감각,268,6533694-6-1
46951,시력,8,6520663-6-0
46952,감각반응,290,6520663-6-1
46953,일반 어린이들,72,6657252-6-0
46954,공감각,268,6657252-6-1
46955,복잡한 동작,87,6533694-7-0
46956,자기수용체,289,6533694-7-1
46957,자기수용체,289,6520663-7-0
46958,행동 기술,310,6520663-7-1
46959,서투른 동작,31,6657252-7-0
46960,자기수용체,289,6657252-7-1
46961,11세,12,6533694-8-0
46962,주의력결핍과잉행동장애,393,6533694-8-1
46963,ADOS,250,6520663-8-0
46964,주의력결핍과잉행동장애,393,6520663-8-1
46965,진단,0,6657252-8-0
46966,큰 손실,326,6657252-8-1
46967,성인,472,6657252-8-2
46968,민정수석비서관 출석,101,5999713-0-0
46969,본인이 출석할 수 없다고 한다,321,5999713-0-1
46970,김재원,0,6601867-0-0
46971,김기춘,241,6601867-0-1
46972,사표를 받고 대통령에게 해임을 건의,365,5999713-1-0
46973,김영한 민정수석의 출석 거부,420,5999713-1-1
46974,김영한,420,6601867-1-0
46975,이완구,17,6601867-1-1
46976,정치 공세,107,5999713-2-0
46977,사의를 표하는 것,265,5999713-2-1
46978,25년간,124,6601867-2-0
46979,문건유출 사건,43,6601867-2-1
46980,내각의 전면 개편,252,5999713-3-0
46981,징계성 면직,33,5999713-3-1
46982,문재인,151,6601867-3-0
46983,전면 개편,256,6601867-3-1
46984,20.1 km/h,482,6443282-0-0
46985,약 24km,514,6443282-0-1
46986,가속도계,206,6443282-0-2
46987,20.1 km/h,482,6517962-0-0
46988,약 24km,514,6517962-0-1
46989,전기,67,6517962-0-2
46990,20.1 km/h,482,6517967-0-0
46991,약 24km,514,6517967-0-1
46992,'Ginger' 혹은 'IT',9,6443282-1-0
46993,IBOT 휠체어,69,6443282-1-1
46994,아이봇(IBOT),337,6517962-1-0
46995,Fred Upstairs,126,6517962-1-1
46996,Ginger Rogers,168,6517962-1-2
46997,Ginger,43,6517967-1-0
46998,Fred Upstairs,126,6517967-1-1
46999,서버 드라이브 모터(Servo drive motor),381,6443282-2-0
47000,세그웨이,0,6443282-2-1
47001,전기 모터,77,6517962-2-0
47002,인산염 기반의 리튬-이온 배터리,107,6517962-2-1
47003,서버 드라이브 모터(Servo drive motor),381,6517962-2-2
47004,인산염,107,6517967-2-0
47005,서버 드라이브 모터,381,6517967-2-1
47006,힐리스(Heelys),18,6443282-3-0
47007,지미 헤셀든,266,6443282-3-1
47008,힐리스(Heelys),18,6517962-3-0
47009,지미 헤셀든(Jimi Heselden),266,6517962-3-1
47010,2000년대,0,6517962-3-2
47011,1000만 원 대,13,6443282-4-0
47012,'나인봇 미니',200,6443282-4-1
47013,최대 25~30km,311,6443282-4-2
47014,최대 25~30km,311,6517962-4-0
47015,나인봇사,180,6517962-4-1
47016,2015년 10월 19일,186,6517962-4-2
47017,나인봇 미니,201,6517967-4-0
47018,25~30km,314,6517967-4-1
47019,대리석,17,6043996-0-0
47020,모르타르,341,6043996-0-1
47021,대리석,17,6492006-0-0
47022,패각 석회석,291,6492006-0-1
47023,모르타르,341,6534011-0-0
47024,그리스,247,6534011-0-1
47025,페스툼,140,6492006-1-0
47026,올림피아,226,6492006-1-1
47027,아테네,317,6492006-1-2
47028,도리스식 신전,60,6534011-1-0
47029,페스툼,140,6534011-1-1
47030,파르테논 신전,0,6043996-2-0
47031,기원전 447년,163,6043996-2-1
47032,이크티노스,117,6492006-2-0
47033,도리스식,464,6492006-2-1
47034,팔주식,74,6534011-2-0
47035,칼리크라테스,139,6534011-2-1
47036,페이디아스,417,6534011-2-2
47037,대한민국 민중총궐기,10,6469400-0-0
47038,정부와 수사당국,327,6469400-0-1
47039,전국민주노동조합총연맹,157,6471715-0-0
47040,2015년 12월 5일,287,6471715-0-1
47041,대한민국 민중총궐기,10,5781756-0-0
47042,한상균 민주노총 위원장,357,5781756-0-1
47043,2015년 12월 5일,287,5781756-0-2
47044,캡사이신,80,6469400-1-0
47045,백남기,205,6469400-1-1
47046,직사로 발사,107,6471715-1-0
47047,직접 분사,136,6471715-1-1
47048,뇌출혈,247,6471715-1-2
47049,백남기,205,5781756-1-0
47050,캡사이신,80,5781756-1-1
47051,직사,107,5781756-1-2
47052,소요죄,104,6469400-2-0
47053,6명,330,6469400-2-1
47054,한상균,40,6471715-2-0
47055,소요죄,104,6471715-2-1
47056,자유청년연합,315,6471715-2-2
47057,소요죄,104,5781756-2-0
47058,자유청년연합,315,5781756-2-1
47059,대포,367,6469400-3-0
47060,트위터,87,6469400-3-1
47061,6월 항쟁 이후,5,6471715-3-0
47062,법조계,352,6471715-3-1
47063,전우용,176,5781756-3-0
47064,유신,388,5781756-3-1
47065,1950년 11월,183,6550565-0-0
47066,제2차 청천강 전투와 장진호 전투,227,6550565-0-1
47067,1950년 12월 24일,339,6550565-0-2
47068,1950년,0,6550594-0-0
47069,11월,189,6550594-0-1
47070,제10군단,296,6550594-0-2
47071,흥남 항구,325,6459762-0-0
47072,미국 제10군단,293,6459762-0-1
47073,제13군,191,6550565-1-0
47074,월턴 워커,325,6550565-1-1
47075,중장 매슈 리지웨이,342,6550565-1-2
47076,마오쩌둥,20,6550594-1-0
47077,1월 4일,197,6550594-1-1
47078,월턴 워커,325,6550594-1-2
47079,제3차 대공세,62,6459762-1-0
47080,중장 매슈 리지웨이,342,6459762-1-1
47081,횡성,198,6550565-2-0
47082,영하 30 °C,348,6550565-2-1
47083,1시간 반,420,6550565-2-2
47084,29번 도로,42,6550594-2-0
47085,원주,64,6550594-2-1
47086,30,351,6550594-2-2
47087,원주,64,6459762-2-0
47088,29번 도로,42,6459762-2-1
47089,춘천,109,6550565-3-0
47090,"약 45,000명",317,6550565-3-1
47091,춘천,109,6550594-3-0
47092,제1군단,126,6550594-3-1
47093,조선인민군 제2군단,529,6550594-3-2
47094,대한민국 제3군단,98,6459762-3-0
47095,"약 45,000명",317,6459762-3-1
47096,리지웨이,15,6550565-4-0
47097,에드워드 알몬드 중장,299,6550565-4-1
47098,제7보병사단,342,6550565-4-2
47099,리지웨이,15,6550594-4-0
47100,원주,196,6550594-4-1
47101,에드워드 알몬드,299,6550594-4-2
47102,부산,84,6459762-4-0
47103,제7보병사단,342,6459762-4-1
47104,새해 전날,653,6550565-5-0
47105,제42야전군과 제66야전군,306,6550565-5-1
47106,방호산,115,6550594-5-0
47107,최현,151,6550594-5-1
47108,춘천 인근,355,6550594-5-2
47109,태백 산맥,259,6459762-5-0
47110,새해 전날,653,6459762-5-1
47111,제124사단,320,6550565-6-0
47112,산악도로,426,6550565-6-1
47113,제124사단,170,6550594-6-0
47114,제10군단,559,6550594-6-1
47115,제36여단,419,6459762-6-0
47116,제124사단,320,6459762-6-1
47117,1월 3일,202,6550565-7-0
47118,37도선,288,6550565-7-1
47119,원주와 해안마을인 주문진 사이,327,6550565-7-2
47120,현리,44,6550594-7-0
47121,리지웨이,139,6550594-7-1
47122,1월 3일,202,6459762-7-0
47123,D 라인,248,6459762-7-1
47124,원주,239,6550565-8-0
47125,13km,750,6550565-8-1
47126,4.8km,665,6550565-8-2
47127,맥클러,348,6550594-8-0
47128,알몬드,286,6550594-8-1
47129,원주,303,6459762-8-0
47130,로버트 B. 맥클러,341,6459762-8-1
47131,247고지,303,6550565-9-0
47132,1월 8일,248,6550565-9-1
47133,1월 7일,64,6550594-9-0
47134,247고지,0,6550594-9-1
47135,247고지,0,6459762-9-0
47136,클라크 L. 러프너,139,6459762-9-1
47137,1월 12일,608,6550565-10-0
47138,"1,100",585,6550565-10-1
47139,1월 12일,608,6550594-10-0
47140,프랑스,327,6550594-10-1
47141,프랑스 대대,301,6459762-10-0
47142,1월 12일,608,6459762-10-1
47143,"약 30,000명",567,6550565-11-0
47144,"16,000명",236,6550565-11-1
47145,"30,000명",569,6550594-11-0
47146,리지웨이,363,6550594-11-1
47147,제5군단,18,6550594-11-2
47148,미국 제2보병사단,369,6459762-11-0
47149,미국 제187보병여단,514,6459762-11-1
47150,제10사단,442,6550565-12-0
47151,"8,600명",378,6550565-12-1
47152,알몬드,33,6550594-12-0
47153,유재흥,229,6550594-12-1
47154,알몬드,33,6459762-12-0
47155,유재흥 소장,229,6459762-12-1
47156,"8,000명",50,6550565-13-0
47157,선더볼트 작전,394,6550565-13-1
47158,"8,000명",50,6550594-13-0
47159,리지웨이,349,6550594-13-1
47160,1951년,368,6550594-13-2
47161,선더볼트 작전,394,6459762-13-0
47162,조선인민군 제2군단,6,6459762-13-1
47163,2008년,0,6563856-0-0
47164,감독대행,544,6563856-0-1
47165,페테르 뢰벤크란츠,261,6563856-1-0
47166,대니 심프슨,217,6563856-1-1
47167,11위,122,6563856-2-0
47168,존 앤더슨,236,6563856-2-1
47169,타블로,17,6541060-0-0
47170,강혜정,247,6541060-0-1
47171,열꽃,203,6524103-0-0
47172,강혜정,247,6524103-0-1
47173,강혜정,247,6524108-0-0
47174,열꽃,203,6524108-0-1
47175,이소라,116,6541060-1-0
47176,나쁘다,236,6541060-1-1
47177,집,12,6524103-1-0
47178,나쁘다,236,6524103-1-1
47179,이소라,150,6524108-1-0
47180,나쁘다,236,6524108-1-1
47181,Airbag,25,6541060-2-0
47182,밀물,206,6541060-2-1
47183,Airbag,25,6524103-2-0
47184,밀물,206,6524103-2-1
47185,Airbag,25,6524108-2-0
47186,범키,194,6524108-2-1
47187,딸,417,6524108-2-2
47188,태양,189,6541060-3-0
47189,고마운 숨,621,6541060-3-1
47190,Tomorrow,20,6524103-3-0
47191,태양,207,6524103-3-1
47192,태양,189,6524108-3-0
47193,고마운 숨,621,6524108-3-1
47194,열꽃,1,6541060-4-0
47195,4점,921,6541060-4-1
47196,이호영,121,6524103-4-0
47197,출처,682,6524103-4-1
47198,7.3점,50,6524108-4-0
47199,이병주,484,6524108-4-1
47200,Airbag,19,6541060-5-0
47201,Tomorrow,205,6541060-5-1
47202,Airbag,19,6524103-5-0
47203,나쁘다,158,6524103-5-1
47204,11월 둘째 주,173,6524108-5-0
47205,1위,47,6524108-5-1
47206,열꽃,1,6541060-6-0
47207,YG,325,6541060-6-1
47208,2010년 5월,14,6524103-6-0
47209,2011년 5월,158,6524103-6-1
47210,학력 논란,33,6524108-6-0
47211,9월 27일,317,6524108-6-1
47212,10월 24일,204,6524103-7-0
47213,오전 10시,174,6524103-7-1
47214,나얼,24,6524108-7-0
47215,10월 20일,129,6524108-7-1
47216,인기가요,261,6524108-7-2
47217,루 게릭,92,6513788-0-0
47218,베이브 루스,36,6513788-0-1
47219,양키 스타디움,50,6602417-0-0
47220,윌리엄스 팀,98,6602417-0-1
47221,타격,373,6602417-0-2
47222,뉴욕 양키스,499,6513788-1-0
47223,루 게릭,461,6513788-1-1
47224,47개,94,6602417-1-0
47225,110승,355,6602417-1-1
47226,살인 타선,567,6602417-1-2
47227,184 타점,575,6513788-2-0
47228,509 타점,133,6513788-2-1
47229,베이브 루스,27,6602417-2-0
47230,5번,555,6602417-2-1
47231,5개,805,6602417-2-2
47232,1934년,87,6513788-3-0
47233,49개,155,6513788-3-1
47234,10시즌,16,6602417-3-0
47235,1934년,87,6602417-3-1
47236,홈런,225,6602417-3-2
47237,엘리너 트윗첼,431,6513788-4-0
47238,필라델피아 애슬레틱스,75,6513788-4-1
47239,4개,23,6602417-4-0
47240,엘리너 트윗첼,431,6602417-4-1
47241,밀러 허긴스,95,6513788-5-0
47242,"2,130 경기",301,6513788-5-1
47243,두통,152,6602417-5-0
47244,밀러 허긴스,95,6602417-5-1
47245,1938년,0,6602417-6-0
47246,장타,372,6602417-6-1
47247,타이거스,32,6513788-7-0
47248,브릭스 스타디움,416,6513788-7-1
47249,매카시,65,6602417-7-0
47250,주장,249,6602417-7-1
47251,근위축성 측색 경화증,123,6513788-8-0
47252,메이요 클리닉,86,6513788-8-1
47253,로체스터,45,6602417-8-0
47254,근위축성 측색 경화증,123,6602417-8-1
47255,불명,340,6602417-8-2
47256,피오렐로 라가디아,340,6513788-9-0
47257,1939년 6월 21일,0,6513788-9-1
47258,양키 스타디움,46,6513788-9-2
47259,양키 스타디움,46,6602417-9-0
47260,"61,808명",172,6602417-9-1
47261,피오렐로 라가디아,340,6602417-9-2
47262,4번,23,6513788-10-0
47263,존 키어런,277,6513788-10-1
47264,4번,23,6602417-10-0
47265,은제 트로피,240,6602417-10-1
47266,5달러,310,6602417-10-2
47267,뉴욕 시 가석방 위원회 감독관,33,6513788-11-0
47268,라가디아,10,6513788-11-1
47269,일반 시민들,166,6602417-11-0
47270,"5,700",231,6602417-11-1
47271,게리 쿠퍼,101,6513788-12-0
47272,양키스의 자존심,189,6513788-12-1
47273,테레사 라이트,163,6513788-12-2
47274,일대기,55,6602417-12-0
47275,게리 쿠퍼,101,6602417-12-1
47276,양키스의 자존심,189,6602417-12-2
47277,인간의 빛과 그림자,194,6470284-0-0
47278,미러볼,263,6470284-0-1
47279,MIRROR BALL,4,5781939-0-0
47280,아쿠에이리언 에이지,38,5781939-0-1
47281,인간의 빛과 그림자,194,5781939-0-2
47282,영화의 공개,129,6471623-0-0
47283,인간의 빛과 그림자,194,6471623-0-1
47284,Supernova Symphonia,144,6470284-1-0
47285,후지큐 하이랜드,417,6470284-1-1
47286,Supernova,54,5781939-1-0
47287,Supernova Symphonia,144,5781939-1-1
47288,PS COMPANY,447,5781939-1-2
47289,6번째,45,6471623-1-0
47290,Supernova Symphonia,144,6471623-1-1
47291,후지큐 하이랜드,417,6471623-1-2
47292,비주얼계,0,6471623-2-0
47293,옛날부터,64,6471623-2-1
47294,숙의 민주주의,0,6518934-0-0
47295,숙의 여론조사,474,6518934-0-1
47296,실제적인 숙의,55,6547107-0-0
47297,숙의 여론조사,474,6547107-0-1
47298,제임스 피쉬킨과,0,6518934-1-0
47299,피쉬킨은,304,6518934-1-1
47300,칸 로스,492,6547107-1-0
47301,자율권,716,6547107-1-1
47302,제임스 피쉬킨의,50,6518934-2-0
47303,찰스 블랫버그(Charles Blattberg),396,6518934-2-1
47304,제임스 피쉬킨,50,6463644-2-0
47305,숙의 여론조사,160,6463644-2-1
47306,1991년,59,6547107-2-0
47307,찰스 블랫버그,396,6547107-2-1
47308,순풍산부인과,135,6450729-0-0
47309,여산,44,6450729-0-1
47310,첫사랑,98,6603997-0-0
47311,순풍산부인과,135,6603997-0-1
47312,가을동화,155,6603997-0-2
47313,첫사랑,98,6518513-0-0
47314,가을동화,155,6518513-0-1
47315,중국,395,6518513-0-2
47316,카지노 딜러,74,6450729-1-0
47317,풀하우스,179,6450729-1-1
47318,47.75%,94,6603997-1-0
47319,풀하우스,179,6603997-1-1
47320,이병헌,62,6518513-1-0
47321,SBS,123,6518513-1-1
47322,햇빛 쏟아지다,451,6518513-1-2
47323,노희경,164,6450729-2-0
47324,현빈,278,6450729-2-1
47325,이든나인,41,6603997-2-0
47326,노희경,164,6603997-2-1
47327,이든나인,41,6518513-2-0
47328,노희경,164,6518513-2-1
47329,단발머리,415,6518513-2-2
47330,옴니버스,12,6450729-3-0
47331,국제영화제 공식 폐막작,173,6450729-3-1
47332,카멜리아,21,6603997-3-0
47333,"모먼트, 송혜교",228,6603997-3-1
47334,부산 국제영화제,170,6518513-3-0
47335,어린이재단,519,6518513-3-1
47336,장준환,29,6518513-3-2
47337,다큐멘터리 PD 다혜,28,6450729-4-0
47338,오늘,252,6450729-4-1
47339,송혜교,0,6603997-4-0
47340,오늘,23,6603997-4-1
47341,4년,46,6518513-4-0
47342,프랑스,683,6518513-4-1
47343,다혜,37,6518513-4-2
47344,일대종사,235,6450729-5-0
47345,혜교의 시간,30,6450729-5-1
47346,혜교의 시간,30,6603997-5-0
47347,왕가위,512,6603997-5-1
47348,혜교의 시간,30,6518513-5-0
47349,엽문,208,6518513-5-1
47350,왕가위,632,6518513-5-2
47351,조로증,31,6450729-6-0
47352,오우삼,111,6450729-6-1
47353,엄마,92,6603997-6-0
47354,2008년,231,6603997-6-1
47355,오우삼,111,6518513-6-0
47356,칸 국제영화제,237,6518513-6-1
47357,주온분,356,6518513-6-2
47358,태양의 후예,17,6450729-7-0
